         206 function calls (204 primitive calls) in 0.001 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /home/jules/.pyenv/versions/3.12.13/lib/python3.12/http/cookiejar.py:1261(__init__)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 /home/jules/.pyenv/versions/3.12.13/lib/python3.12/pathlib.py:835(stat)
        1    0.000    0.000    0.000    0.000 /home/jules/.pyenv/versions/3.12.13/lib/python3.12/pathlib.py:1157(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method posix.stat}
        2    0.000    0.000    0.000    0.000 /home/jules/.pyenv/versions/3.12.13/lib/python3.12/site-packages/urllib3/_collections.py:82(__init__)
        1    0.000    0.000    0.000    0.000 /home/jules/.pyenv/versions/3.12.13/lib/python3.12/pathlib.py:1164(__new__)
        2    0.000    0.000    0.000    0.000 /home/jules/.pyenv/versions/3.12.13/lib/python3.12/site-packages/requests/sessions.py:802(mount)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        1    0.000    0.000    0.000    0.000 /home/jules/.pyenv/versions/3.12.13/lib/python3.12/pathlib.py:358(__init__)
        1    0.000    0.000    0.000    0.000 /home/jules/.pyenv/versions/3.12.13/lib/python3.12/http/cookiejar.py:884(__init__)
        4    0.000    0.000    0.000    0.000 /home/jules/.pyenv/versions/3.12.13/lib/python3.12/site-packages/requests/structures.py:46(__setitem__)
        8    0.000    0.000    0.000    0.000 /home/jules/.pyenv/versions/3.12.13/lib/python3.12/site-packages/urllib3/util/retry.py:253(<genexpr>)
       11    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        8    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /home/jules/.pyenv/versions/3.12.13/lib/python3.12/http/cookiejar.py:1227(deepvalues)
        3    0.000    0.000    0.000    0.000 /home/jules/.pyenv/versions/3.12.13/lib/python3.12/threading.py:124(RLock)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
        1    0.000    0.000    0.000    0.000 <frozen posixpath>:131(splitdrive)
        9    0.000    0.000    0.000    0.000 {method 'append' of 'list' objects}
        2    0.000    0.000    0.000    0.000 /home/jules/.pyenv/versions/3.12.13/lib/python3.12/site-packages/requests/adapters.py:117(__init__)
        6    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        9    0.000    0.000    0.000    0.000 {built-in method builtins.len}
        1    0.000    0.000    0.000    0.000 <frozen posixpath>:138(splitroot)
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:435(__subclasshook__)
        6    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        2    0.000    0.000    0.000    0.000 {built-in method time.time}
        1    0.000    0.000    0.000    0.000 /home/jules/.pyenv/versions/3.12.13/lib/python3.12/site-packages/requests/hooks.py:16(default_hooks)
        3    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
        2    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.max}
        2    0.000    0.000    0.000    0.000 /home/jules/.pyenv/versions/3.12.13/lib/python3.12/site-packages/urllib3/_request_methods.py:51(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.000    0.000 /home/jules/.pyenv/versions/3.12.13/lib/python3.12/http/cookiejar.py:1753(__iter__)
        1    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        3    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 /home/jules/.pyenv/versions/3.12.13/lib/python3.12/site-packages/requests/utils.py:881(default_user_agent)
        3    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
        1    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x7f6a84d57600}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        1    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        1    0.000    0.000    0.000    0.000 /app/optimized_data_processor.py:15(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
        1    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 /home/jules/.pyenv/versions/3.12.13/lib/python3.12/pathlib.py:560(root)
        1    0.000    0.000    0.000    0.000 /home/jules/.pyenv/versions/3.12.13/lib/python3.12/pathlib.py:569(_tail)
