id,wmid,slug,name,state,city,type,num_menu_items
408723,927555226,canna-garden,Canna Garden,Colorado,Colorado Springs,dispensary,116
45571,772721420,buds-ltd,"Buds, Ltd.",Colorado,Parachute,dispensary,0
48106,970485325,starbuds-pueblo-west-recreational,Starbuds - Pueblo West,Colorado,Pueblo West,dispensary,0
30134,726014843,caregivers-for-life-2,Caregivers For Life Recreational Center,Colorado,Denver,dispensary,0
44319,479653155,starbuds-3-6-nw-denver,Starbuds - Pecos,Colorado,Denver,dispensary,0
43602,235645931,starbuds-pueblo,Starbuds - Pueblo,Colorado,Pueblo,dispensary,0
6207,958396894,starbuds-du,Starbuds - DU,Colorado,Denver,dispensary,0
45717,946597019,natural-alternative-for-health-recreational,Natural Alternatives,Colorado,Fort Collins,dispensary,0
43110,855481172,affinity-dispensary,Affinity Dispensary,Colorado,Denver,dispensary,0
36657,429687928,rocky-road-vail,Rocky Road Vail,Colorado,Avon,dispensary,280
29232,356121070,starbuds-adult-use,Starbuds - North Denver,Colorado,Denver,dispensary,0
61759,342647440,elevate-6010,Elevate 6010,Colorado,Trinidad,dispensary,0
56459,924572239,eclipse-cannabis-company,Eclipse Cannabis Company,Colorado,Boulder,dispensary,0
51003,295617361,the-underground-station,The Underground Station,Colorado,Trinidad,dispensary,0
37397,490067962,livwell-enlightened-health-log-lane-previously-the-green-stop,LivWell Enlightened Health - Log Lane (Previously The Green Stop),Colorado,Log Lane Village,dispensary,0
16188,262314303,ballpark-holistic-dispensary,The Dab Downtown by Silverpeak,Colorado,Denver,dispensary,0
57906,512708748,starbuds-longmont,Starbuds - Longmont,Colorado,Longmont,dispensary,0
17701,777054668,rocky-mountain-high,Rocky Mountain High - Durango,Colorado,Durango,dispensary,0
63799,322817011,dark-horse-genetics-denver-south,Dark Horse Genetics,Colorado,Denver,dispensary,0
52102,234213467,starbuds-se-aurora,Starbuds - Arapahoe Rd.,Colorado,Aurora,dispensary,0
52103,707023750,starbuds-cc-2,Starbuds - Commerce City,Colorado,Commerce City,dispensary,0
336431,559615666,the-buzz-3,The Buzz,Colorado,Pueblo West,dispensary,0
36877,766624713,starbuds-aurora,Starbuds - Montview Blvd.,Colorado,Aurora,dispensary,0
38542,235006846,fiddlers-green,Fiddler's Green,Colorado,Ridgway,dispensary,0
335749,503597577,front-range-cannabis,Front Range Cannabis,Colorado,Colorado Springs,dispensary,0
53455,852165294,trees-dispensary-englewood,Trees Dispensary - Englewood,Colorado,Englewood,dispensary,0
55355,117559436,the-kind-castle,Kind Castle - Parachute,Colorado,Parachute,dispensary,0
54227,907911537,starbuds-niwot,Starbuds - Niwot,Colorado,Niwot,dispensary,0
50239,736644855,northern-standard,Northern Standard,Colorado,Alma,dispensary,0
339158,445458203,the-epic-remedy-platte,The Epic Remedy Platte,Colorado,Colorado Springs,dispensary,0
9014,763582176,ajoya-lakewood,Ajoya Weed Dispensary Lakewood,Colorado,Lakewood,dispensary,0
3217,568884492,starbuds-altermeds-louisville,Starbuds - Louisville,Colorado,Louisville,dispensary,0
55101,611434766,rocky-road-thornton,Rocky Road Thornton,Colorado,Thornton,dispensary,226
40726,265777825,trees-dispensary-hampden,Trees Dispensary - Hampden,Colorado,Denver,dispensary,0
7167,502839708,rocky-mountain-medical,Rocky Mountain Medical,Colorado,Colorado Springs,dispensary,0
301653,611370033,natures-kiss-3,Natures Kiss,Colorado,Englewood,dispensary,0
50672,151187845,sticky-fingerz,Sticky Fingerz,Colorado,Denver,dispensary,0
36616,275591554,medicine-man-aurora,The Medicine Man Dispensary Aurora - Rec 21+,Colorado,Aurora,dispensary,119
303390,119428649,green-dragon-7,Green Dragon - Capitol Hill,Colorado,Denver,dispensary,0
35698,735619686,solace-meds-2,Solace Meds on Smokey St - Fort Collins,Colorado,Fort Collins,dispensary,0
9010,624737100,animas-herbal-wellness-center,Prohibition Herb,Colorado,Durango,dispensary,0
328647,762672959,the-buzz,THE BUZZ,Colorado,Trinidad,dispensary,0
4751,475691781,alameda-wellness,Rocky Mountain Cannabis - Denver,Colorado,Denver,dispensary,0
42751,548765865,riverrock-south-recreational,Rocky Mountain High - Sixth,Colorado,Denver,dispensary,0
45546,607304207,simply-pure-recreational,Simply Pure,Colorado,Denver,dispensary,0
326835,681009773,green-dragon-fort-collins-college-ave,Green Dragon Fort Collins - College Ave.,Colorado,Fort Collins,dispensary,0
4702,972630830,livwell-berthoud,LivWell Enlightened Health - Berthoud,Colorado,Berthoud,dispensary,0
52297,235856555,the-epic-remedy-2,The Epic Remedy Fountain,Colorado,Colorado Springs,dispensary,0
9741,393753579,medicine-man-denver,The Medicine Man Dispensary Denver - Med 21+,Colorado,Denver,dispensary,43
46175,615563765,rocky-mountain-cannabis-2-6,Rocky Mountain Cannabis - Dinosaur,Colorado,Dinosaur,dispensary,0
3358,113318577,ajoya-louisville,Ajoya Weed Dispensary Louisville,Colorado,Louisville,dispensary,0
47902,240908692,solace-meds-of-wheat-ridge-recreational,Solace Meds of Wheat Ridge,Colorado,Wheat Ridge,dispensary,0
28488,381622173,green-cross-of-cherry-creek-2,Green Cross of Cherry Creek REC/MED,Colorado,Denver,dispensary,0
55014,113005320,complete-releaf,Complete Releaf,Colorado,Lafayette,dispensary,0
359958,212772228,kind-meds-colorado-springs,Kind Meds - Colorado Springs,Colorado,Colorado Springs,dispensary,0
44863,981319530,the-epic-remedy,The Epic Remedy Academy,Colorado,Colorado Springs,dispensary,0
36905,803763464,aurora-dispensary,Green Dragon - 6th Ave.,Colorado,Aurora,dispensary,0
35954,399758567,rocky-mountain-cannabis-2,Rocky Mountain Cannabis - Ridgway,Colorado,Ridgway,dispensary,0
313240,285049333,lemonnade-denver-1,Lemonnade Denver,Colorado,Denver,dispensary,0
67453,337020419,mesa-organics-rocky-ford,Star Buds Rocky Ford Recreational Dispensary at Elm Ave,Colorado,Rocky Ford,dispensary,0
64189,957863004,rocky-mountain-cannabis-fraser,Rocky Mountain Cannabis - Fraser,Colorado,Fraser,dispensary,0
4155,204591397,herbal-wellness,Herbal Wellness,Colorado,Lafayette,dispensary,916
28209,484045620,kinds-meds,Kind Meds,Colorado,Denver,dispensary,0
63428,416616648,livwell-pueblo-north,LivWell Enlightened Health - Pueblo North,Colorado,Pueblo,dispensary,0
32713,840036441,livwell-evans-adult-use,Livwell Enlightened Health - Evans,Colorado,Denver,dispensary,0
44830,591456674,strawberry-fields-pueblo,Strawberry Fields Pueblo Central,Colorado,Pueblo,dispensary,0
53996,694229574,medicine-man-5-4,The Medicine Man Dispensary Thornton - Rec 21+,Colorado,Thornton,dispensary,0
343890,299578682,the-epic-remedy-colorado-ave,The Epic Remedy Colorado Ave,Colorado,Colorado Springs,dispensary,0
29182,836683342,high-country-healing-2-recreational-alma,HIGH COUNTRY HEALING - Alma - Recreational,Colorado,Alma,dispensary,252
32904,238735480,herbal-wellness-2-2,Herbal Wellness,Colorado,Lafayette,dispensary,0
54044,136048291,the-green-solution-potomac,The Green Solution Potomac at Central Aurora,Colorado,Aurora,dispensary,0
7711,300911090,the-spot-420,The Spot Pueblo West,Colorado,Pueblo West,dispensary,0
52541,830718288,colorado-harvest-co,Colorado Harvest Company - S. Broadway,Colorado,Denver,dispensary,0
10263,564508367,liv-well-enlightened-health-lakewood,LivWell Enlightened Health - Lakewood,Colorado,Lakewood,dispensary,0
59781,684559211,chronic-therapy-cortez,Chronic Therapy - Cortez,Colorado,Cortez,dispensary,0
55143,473293645,the-green-solution-grape-st,The Green Solution - Grape St at North Denver,Colorado,Denver,dispensary,0
302209,274067927,rocky-mountain-cannabis-craig,Rocky Mountain Cannabis - Craig,Colorado,Craig,dispensary,0
52144,626987827,dispensary-1-11,ONE:ELEVEN,Colorado,Moffat,dispensary,0
5566,392510016,organic-alternatives,Organic Alternatives,Colorado,Fort Collins,dispensary,0
350216,518172997,blackjack-cannabis,BlackJack Cannabis Craig,Colorado,Craig,dispensary,0
65120,340892150,karmaceuticals-1,Karmaceuticals,Colorado,Denver,dispensary,0
2694,414303390,high-country-healing,High Country Healing,Colorado,Silverthorne,dispensary,0
50034,155245713,livwell-peoria,LivWell Enlightened Health - Peoria,Colorado,Aurora,dispensary,0
46601,466252812,starbuds-glendale,Starbuds - Glendale,Colorado,Glendale,dispensary,0
379393,155684760,the-720-1,The 720,Colorado,Denver,dispensary,0
4093,244402424,the-farm,The Farm - North Boulder,Colorado,Boulder,dispensary,0
38591,978680670,emerald-fields-denver,Emerald Fields - Cherry Creek,Colorado,Glendale,dispensary,0
67451,376729014,mesa-organics-las-animas,Star Buds Las Animas Recreational Dispensary at East 4th,Colorado,Las Animas,dispensary,0
38597,108206980,the-kind-room,The Kind Room,Colorado,Denver,dispensary,0
63993,971503097,pagosa-craft-2,Pagosa Craft - Godlmine Dr,Colorado,Pagosa Springs,dispensary,0
8089,757160306,dead-flowers,Dead Flowers Dispensary,Colorado,Palmer Lake,dispensary,0
44411,216566834,sofa-king-medicinal-wellness-products,Pure Harvest,Colorado,Dumont,dispensary,0
47740,153831336,doobie-sisters-2,Doobie Sisters - A Recreational Dispensary,Colorado,Cortez,dispensary,0
307415,409566533,the-dab-east-louisville,The Dab East Louisville,Colorado,Louisville,dispensary,0
42131,944663624,good-chemistry-aurora,Good Chemistry Aurora,Colorado,Aurora,dispensary,0
66850,179077808,xclusive-cannabis-federal-heights,Xclusive Cannabis - Federal Heights,Colorado,Federal Heights,dispensary,0
52167,751954790,star-buds-boulder,Starbuds - Boulder,Colorado,Boulder,dispensary,0
46399,910616524,livwell-stapleton-recreational,Livwell Enlightened Health - Central Park,Colorado,Denver,dispensary,0
7508,799953960,bonfire-cannabis-company1,Bonfire Cannabis - Idaho Springs,Colorado,Idaho Springs,dispensary,0
41961,285208806,star-buds-manitou-springs,Starbuds - Manitou Springs,Colorado,Manitou Springs,dispensary,0
49169,867024475,potco-2,PotCo,Colorado,Denver,dispensary,0
303389,641724095,green-dragon-6,Green Dragon - Boulder,Colorado,Boulder,dispensary,0
64497,730679215,starbuds-ordway,Star Buds - Ordway,Colorado,Ordway,dispensary,0
29032,272012303,liv-well-enlightened-health-colorado-blvd,LivWell Enlightened Health - Colorado Blvd,Colorado,Denver,dispensary,0
58768,216206128,livwell-federal-heights,LivWell Enlightened Health - Federal Heights,Colorado,Federal Heights,dispensary,0
58791,215680756,dinotreats-llc,DinoTreats,Colorado,Dinosaur,dispensary,0
38778,801952004,kush-gardens-3,Kush Gardens,Colorado,De Beque,dispensary,916
8329,587328736,fremont-county-cannabis,Fremont County Cannabis,Colorado,Cañon City,dispensary,0
4711,522735623,green-dragon-edgewater,Green Dragon - Edgewater,Colorado,Edgewater,dispensary,0
31917,665696882,colorado-harvest-company-adult-use,Colorado Harvest Company - Kalamath,Colorado,Denver,dispensary,0
49082,163061320,den-rec-medical,Den-Rec South MED,Colorado,Denver,dispensary,0
384485,519094367,rocky-mountain-cannabis-las-animas,Rocky Mountain Cannabis - Las Animas,Colorado,Las Animas,dispensary,0
52798,227013582,strawberry-fields-trinidad,Strawberry Fields Trinidad,Colorado,Trinidad,dispensary,0
58660,289550456,the-spot-420-pueblo,The Spot 420 Pueblo,Colorado,Pueblo,dispensary,0
309884,724645692,kind-castle,Kind Castle - Craig,Colorado,Craig,dispensary,0
328073,522003812,greenfields-5,Greenfields Denver Navajo,Colorado,Denver,dispensary,0
26352,337345697,the-village-green-society-2,The Village Green Society Cannaboutique,Colorado,Boulder,dispensary,0
372470,693058740,solace-meds-3,Solace Meds on Mason St - Fort Collins,Colorado,Fort Collins,dispensary,0
5026,770939004,green-tree-medicinals-formerly-nature-s-medicine-of-longmont,Trees Dispensary - Longmont,Colorado,Longmont,dispensary,0
47314,323147169,san-juan-strains,San Juan Strains,Colorado,Pagosa Springs,dispensary,0
47323,134887461,choice-organics-recreational,Green Dragon Fort Collins - Smithfield Dr.,Colorado,Fort Collins,dispensary,0
376217,309077654,kind-castle-olathe,Kind Castle - Olathe,Colorado,Olathe,dispensary,0
66981,919423444,rocky-mountain-cannabis-georgetown,Rocky Mountain Cannabis - Georgetown,Colorado,Georgetown,dispensary,0
52136,904044696,the-green-solution-water-st,The Green Solution Water St at Silver Plume,Colorado,Silver Plume,dispensary,0
41218,224104280,native-roots-edgewater-2,Native Roots Dispensary Edgewater - Med,Colorado,Lakewood,dispensary,0
45928,434502410,livwell-cortez,Livwell Enlightened Health - Cortez,Colorado,Cortez,dispensary,0
396064,558247229,the-grove-29,The Grove,Colorado,Denver,dispensary,0
383135,989786471,star-buds-colorado-springs-rec,Starbuds - Colorado Springs,Colorado,Colorado Springs,dispensary,0
52683,730524384,colorado-harvest-company-yale,Colorado Harvest Company - Aurora,Colorado,Aurora,dispensary,0
46113,320793519,livwell-pearl-st-recreational,Livwell Enlightened Health - Uptown,Colorado,Denver,dispensary,0
46677,657508797,durango-rec-room,Durango Rec Room,Colorado,Durango,dispensary,0
30664,802368834,livwell-rino,LivWell Enlightened Health - RiNo,Colorado,Denver,dispensary,0
54574,857262108,good-chemistry-broadway,Good Chemistry - Broadway,Colorado,Denver,dispensary,0
53822,925020922,the-green-solution-edgewater,The Green Solution - 20th Ave at Edgewater,Colorado,Edgewater,dispensary,0
55844,419485649,the-green-solution-kentucky,The Green Solution Kentucky at Glendale,Colorado,Glendale,dispensary,0
303142,209678102,livwell-buckley,LivWell Enlightened Health - Buckley,Colorado,Aurora,dispensary,0
60829,231136905,the-green-solution-pueblo,The Green Solution Southgate at Pueblo,Colorado,Pueblo,dispensary,0
52373,655131467,green-dragon-mountain-view,Green Dragon - Sheridan,Colorado,Denver,dispensary,0
61927,806582696,medicine-man-longmont,The Medicine Man Dispensary Longmont,Colorado,Longmont,dispensary,0
365442,991400856,kind-castle-1,Kind Castle - Glenwood Springs,Colorado,Glenwood Springs,dispensary,0
301634,572264781,livwell-commerce-city,LivWell Enlightened Health - Commerce City,Colorado,Commerce City,dispensary,0
54928,172155005,canna-cabinet-rec,Canna Cabinet MED,Colorado,Pueblo,dispensary,0
42623,788971162,telluride-bud-company-durango,Telluride Bud Company - Durango,Colorado,Durango,dispensary,0
44356,110481385,native-roots-littleton,Native Roots Dispensary Littleton - Med,Colorado,Denver,dispensary,0
47156,732446025,green-dragon-aurora,Green Dragon - Quincy,Colorado,Aurora,dispensary,0
46116,560667740,livwell-tower-road,LivWell Enlightened Health - Tower Rd.,Colorado,Denver,dispensary,0
42970,551428417,growhouse-nederland,Igadi - Nederland,Colorado,Nederland,dispensary,0
52390,632347193,green-dragon-colfax,Green Dragon - Colfax,Colorado,Denver,dispensary,0
321055,322017106,emerald-fields-south-boulder,Emerald Fields - South Boulder,Colorado,Boulder,dispensary,0
311578,458514409,valley-high-llc-1,Valley High,Colorado,Paonia,dispensary,0
359177,310033208,mountain-annie-s-cortez,Mountain Annie's - Cortez,Colorado,Cortez,dispensary,0
304922,434658111,meadows-dispensary,Meadows Dispensary,Colorado,Denver,dispensary,0
42114,922454208,native-roots-longmont-recreational,Native Roots Dispensary Longmont,Colorado,Longmont,dispensary,0
54045,657181189,the-green-solution-colfax,The Green Solution Colfax at East Aurora,Colorado,Aurora,dispensary,0
344621,618797874,starbuds-lakewood,Starbuds - Lakewood,Colorado,Lakewood,dispensary,0
52140,119435360,the-green-solution-6,The Green Solution - College Ave at Ft Collins,Colorado,Fort Collins,dispensary,0
38701,305682281,native-roots-south,Native Roots Dispensary South Denver,Colorado,Denver,dispensary,0
15013,873745837,a-cut-off-the-top-2059-w-9th-ave-80204,A Cut Off The Top,Colorado,Denver,dispensary,0
307436,756836814,mountain-annie-s-durango,Mountain Annie's - Durango,Colorado,Durango,dispensary,0
59342,575565774,the-green-solution-sheridan,The Green Solution S Federal at Sheridan,Colorado,Sheridan,dispensary,0
56069,553318879,higher-elevation-3,Higher Elevation,Colorado,Crestone,dispensary,0
378371,502189489,cannabliss-433,CannaBliss,Colorado,Central City,dispensary,0
304155,715778215,honeybear-apothecary,Honeybear Apothecary,Colorado,Craig,dispensary,0
354531,987674117,colorado-cannabis-connection-3,Colorado Cannabis Connection,Colorado,Littleton,dispensary,0
44689,322051910,park-range-recreationals,Blue Heron Dispensary,Colorado,Oak Creek,dispensary,0
34432,911903147,star-buds-garden-city,Starbuds - Garden City,Colorado,Garden City,dispensary,0
307464,483086421,the-dab-west-louisville-1,The Dab West Louisville,Colorado,Louisville,dispensary,0
44207,954941227,green-dragon-denver,Green Dragon - Byers,Colorado,Denver,dispensary,0
328231,503974764,livwell-enlightened-health-broomfield,Livwell Enlightened Health - Broomfield,Colorado,Broomfield,dispensary,0
376455,608306179,lucky-me-dispensary-1,Lucky Me Dispensary,Colorado,Grand Junction,dispensary,0
64085,457294812,doctors-garden-med,Doctors Garden,Colorado,Glenwood Springs,dispensary,0
47157,593796484,green-dragon-breckenridge,Green Dragon - Breckenridge,Colorado,Breckenridge,dispensary,0
50527,470270816,native-roots-denver-highlands-med,Native Roots Dispensary Highlands - Med,Colorado,Denver,dispensary,0
57118,837588202,billo,Billo Premium Cannabis,Colorado,Steamboat Springs,dispensary,0
60671,370854134,provisions-med,Provisions Dispensary (REC),Colorado,Walsenburg,dispensary,0
57401,608543130,a-cut-off-the-top,A Cut Off The Top,Colorado,Denver,dispensary,0
370537,529547081,star-buds-brighton,Starbuds - Brighton,Colorado,Brighton,dispensary,0
308858,326925467,makena,Makena,Colorado,Denver,dispensary,0
52325,300483552,green-dragon-telluride,Green Dragon - Telluride,Colorado,Telluride,dispensary,0
359564,844011756,high-plainz-strains-ault,High Plainz Strains - Ault,Colorado,Ault,dispensary,0
404193,878999654,anna-421,ANNA,Colorado,Hayden,dispensary,0
376328,242932864,highstakes-leafery,High Stakes Leafery,Colorado,Cripple Creek,dispensary,0
359179,754812550,mountain-annie-s-silverton,Mountain Annie's - Silverton,Colorado,Silverton,dispensary,0
35022,407226059,native-roots-apothecary-medical,Native Roots - Highlands,Colorado,Denver,dispensary,0
359178,297609822,mountain-annie-s-ridgway-1,Mountain Annie's - Ridgway,Colorado,Ridgway,dispensary,0
371107,114258749,cookies-colorado-springs,Cookies Colorado Springs,Colorado,Colorado Springs,dispensary,0
372808,253820458,the-garage,The Garage,Colorado,Grand Junction,dispensary,0
406104,987798534,the-green-horizon,The Green Horizon,Colorado,Grand Junction,dispensary,0
326420,985625158,greenfields-4,Greenfields Denver Mississippi,Colorado,Denver,dispensary,0
31633,691331900,green-dragon-aspen-adult-use,Green Dragon - Aspen,Colorado,Aspen,dispensary,0
313263,240541827,marquis-cannabis,Marquis Cannabis,Colorado,Boulder,dispensary,0
337925,165229407,forage,Forage,Colorado,Buena Vista,dispensary,0
400576,983164102,the-cannabis-depot-lehman,The Cannabis Depot - Lehman,Colorado,Colorado Springs,dispensary,0
367522,138769639,high-grade-specialists-cloman-blvd,High Grade Specialists - Cloman Blvd,Colorado,Pagosa Springs,dispensary,0
376266,566737744,rocky-mountain-high-112,Rocky Mountain High Lakewood,Colorado,Lakewood,dispensary,0
367521,790560839,high-grade-specialists-dispensary-eagle-drive,High Grade Specialists Dispensary - Eagle Drive,Colorado,Pagosa Springs,dispensary,0
398034,977182289,star-buds-highlands,Star Buds Highlands,Colorado,Denver,dispensary,0
378712,935496601,trichome-health-consultants-3,Trichome Health Consultants,Colorado,Colorado Springs,dispensary,0
348106,130755234,san-juan-strains-gunnison,San Juan Strains Gunnison,Colorado,Gunnison,dispensary,0
408935,217879950,backcountry-cannabis-company,Backcountry Cannabis Company,Colorado,Crested Butte,dispensary,0
31046,928714416,mountain-medicals-2,Mountain Medicals,Colorado,Divide,dispensary,0
359563,228167831,high-plainz-strains-fort-lupton,High Plainz Strains - Fort Lupton,Colorado,Fort Lupton,dispensary,0
64684,196756118,frost-harvest-co-1,Frost Harvest Co,Colorado,Colorado Springs,dispensary,29
62697,727264203,green-dragon-5,Green Dragon - Cherry Creek,Colorado,Lakewood,dispensary,0
351049,626339471,star-buds-lakeside,Starbuds - Lakeside,Colorado,Denver,dispensary,0
